[2026-09-16T11:17:55.414Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:17:55.417Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:17:55.420Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:17:57.009Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:18:02.546Z] [INFO] [beluxjewel.web] [HOME_SECTION] Fetched 2 'newarrival' items from 'design_Productlist_20_BEdiamond_BEcolorStone_11' for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","type":"newarrival","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:18:06.312Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:18:06.314Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:18:06.874Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:18:06.879Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:18:18.623Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:18:18.624Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:18:18.626Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:18:19.732Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:18:20.041Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] Fetched 2 new arrivals from 'design_Productlist_24_testing_testing_8' for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:18:20.724Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:19:50.093Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:19:50.094Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:19:51.860Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:19:51.861Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:19:51.863Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:19:52.571Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:19:52.988Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:19:57.460Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:19:57.460Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:19:57.462Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:19:57.523Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:19:58.445Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:19:58.446Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:19:59.230Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:19:59.233Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:20:04.668Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:20:04.676Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:20:12.009Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:20:12.012Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:20:15.879Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:20:15.882Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:20:20.677Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:20:20.680Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:20:24.435Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:20:24.437Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:21:19.250Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:21:19.252Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:21:20.858Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:21:20.862Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:21:20.863Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:21:20.869Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:21:22.272Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:21:22.274Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:21:34.506Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:21:34.508Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:21:45.702Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:21:45.705Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:21:47.989Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:21:47.989Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:21:47.991Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:21:47.994Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:21:49.790Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:21:49.834Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:21:57.637Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:21:57.639Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:21:59.957Z] [INFO] [beluxjewel.web] [HOME_TRENDING] Fetched 15 trending products from 'design_Productlist_24_testing_testing_8' for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:22:04.513Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:22:04.514Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:22:04.516Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:22:04.518Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:22:04.520Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:22:05.725Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:22:05.727Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:22:05.731Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:22:06.738Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:22:06.741Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:22:06.751Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:22:08.501Z] [INFO] [beluxjewel.web] [HOME_TRENDING] Fetched 15 trending products from 'design_Productlist_20_BEdiamond_BEcolorStone_11' for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:22:15.341Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:22:15.347Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:22:15.350Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:22:47.815Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:22:47.817Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:24:11.431Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:24:11.440Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:24:11.991Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:24:11.995Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:24:12.006Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:24:17.132Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
