[2026-09-16T11:42:41.236Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:42:43.558Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:42:43.560Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:42:43.561Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:42:50.534Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:42:50.537Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:42:54.788Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:42:54.790Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:42:54.796Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:42:59.177Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:42:59.179Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:43:00.357Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:43:00.359Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:43:07.686Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:43:07.688Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:43:07.696Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:43:12.810Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:43:12.817Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:43:43.107Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:43:43.110Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:43:43.112Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:43:43.113Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:43:43.115Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:43:43.233Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:43:43.234Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:43:43.236Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:43:46.573Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:43:46.574Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:43:46.576Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:43:51.732Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:43:51.739Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:44:05.060Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:44:05.064Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:44:05.620Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:44:05.621Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:44:05.623Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:44:09.936Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":1}
[2026-09-16T11:44:09.940Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:44:09.941Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_20_BEdiamond_BEcolorStone_11' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":15}
[2026-09-16T11:44:19.420Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:44:19.424Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:44:22.415Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:44:22.422Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:45:18.576Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:45:18.578Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:45:19.030Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:45:19.031Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:45:19.033Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:45:19.035Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:45:19.039Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:45:24.148Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:45:24.151Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:48:17.634Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:48:17.637Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:48:18.117Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:48:18.120Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:48:18.122Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:48:18.125Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:48:18.127Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:48:24.167Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:48:24.170Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:52:38.667Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:52:38.670Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:52:39.170Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 1 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":1}
[2026-09-16T11:52:39.171Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:52:39.177Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:52:39.183Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:52:39.185Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:52:43.453Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:52:43.455Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:52:50.355Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:52:50.357Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:52:58.789Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:52:58.791Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:53:00.930Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:53:00.933Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:53:00.958Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:00.964Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:00.966Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:53:00.971Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:00.972Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:00.974Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:53:02.881Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:53:02.883Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:53:06.415Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:53:06.419Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:53:06.441Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:06.442Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:06.445Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 15 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":15}
[2026-09-16T11:53:09.094Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:53:09.096Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:53:12.795Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:53:12.797Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
[2026-09-16T11:53:12.819Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:12.820Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:12.821Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 17 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":17}
[2026-09-16T11:53:15.471Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:15.472Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:15.473Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 17 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":17}
[2026-09-16T11:53:16.554Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:16.555Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:16.556Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 17 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":17}
[2026-09-16T11:53:17.796Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:17.798Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:17.799Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 17 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":17}
[2026-09-16T11:53:19.975Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] [BESTSELLER ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:19.976Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] [NEW ARRIVAL ACTION] Tenant 'beluxjewel.web' → 2 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":2}
[2026-09-16T11:53:19.977Z] [INFO] [beluxjewel.web] [HOME_TRENDING] [TRENDING ACTION] Tenant 'beluxjewel.web' → 17 items from table 'design_Productlist_24_testing_testing_8' | data: {"domain":"beluxjewel.web","table":"design_Productlist_24_testing_testing_8","count":17}
[2026-09-16T11:53:20.651Z] [INFO] [beluxjewel.web] [HOME_NEWARRIVAL] Fetched 2 new arrivals from 'design_Productlist_20_BEdiamond_BEcolorStone_11' for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:53:20.659Z] [INFO] [beluxjewel.web] [HOME_BESTSELLER] Fetched 2 bestsellers from 'design_Productlist_20_BEdiamond_BEcolorStone_11' for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":2}
[2026-09-16T11:53:20.667Z] [INFO] [beluxjewel.web] [HOME_TRENDING] Fetched 17 trending products from 'design_Productlist_20_BEdiamond_BEcolorStone_11' for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","table":"design_Productlist_20_BEdiamond_BEcolorStone_11","count":17}
[2026-09-16T11:53:24.198Z] [INFO] [beluxjewel.web] [STORE_INIT] Fetching StoreInit configuration for tenant: 'beluxjewel.web' | data: {"domain":"beluxjewel.web"}
[2026-09-16T11:53:24.201Z] [INFO] [beluxjewel.web] [STORE_INIT] Successfully retrieved StoreInit for 'beluxjewel.web' | data: {"domain":"beluxjewel.web","rd":1,"rd1":27,"rd2":1}
